pullRequest_id,tag,what,when,tangled
47408,Improve modularization,MOVE_CLASS,After discussion,Yes
47560,Improve modularization,MOVE_CLASS,Original intent,Yes
47795,Improve modularization,MOVE_CLASS,Original intent,No
47731,Improve naming,Combination of refactorings,After discussion,Yes
47630,Improve naming,RENAME_ATTRIBUTE,After discussion,Yes
47620,Improve naming,RENAME_ATTRIBUTE,After discussion,Yes
47617,Improve naming,RENAME_METHOD,After discussion,No
48003,Improve naming,RENAME_METHOD,After discussion,Yes
47420,Improve naming,REPLACE_ATTRIBUTE,Original intent,No
47315,Improve organization of test directory,Combination of refactorings,Original intent,Yes
47535,Improve organization of test directory,MOVE_CLASS,Original intent,No
47650,Improve organization of test directory,MOVE_OPERATION,After discussion,Yes
47812,Improve quality of test code,Combination of refactorings,After discussion,Yes
47609,Improve quality of test code,Combination of refactorings,After discussion,Yes
47285,Improve quality of test code,Combination of refactorings,After discussion,Yes
47441,Improve quality of test code,Combination of refactorings,Original intent,Yes
47499,Improve quality of test code,Combination of refactorings,Original intent,Yes
47661,Improve quality of test code,Combination of refactorings,After discussion,Yes
47498,Improve quality of test code,Combination of refactorings,After discussion,Yes
47607,Improve quality of test code,Combination of refactorings,Original intent,Yes
47416,Improve quality of test code,Combination of refactorings,Original intent,Yes
48017,Improve quality of test code,Combination of refactorings,Original intent,Yes
47647,Improve quality of test code,EXTRACT_OPERATION,Original intent,No
47555,Improve quality of test code,EXTRACT_OPERATION,Original intent,Yes
47335,Improve quality of test code,EXTRACT_SUPERCLASS,Original intent,No
47636,Improve quality of test code,MOVE_CLASS,Original intent,Yes
47575,Improve quality of test code,MOVE_OPERATION,Original intent,No
47768,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47526,Improve Understandability & Readability,Combination of refactorings,Collateral,Yes
47558,Improve Understandability & Readability,Combination of refactorings,After discussion,No
47749,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47786,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47371,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47371,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47393,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47393,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47562,Improve Understandability & Readability,Combination of refactorings,After discussion,No
47731,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47293,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47762,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
48032,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47687,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47606,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47512,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
48031,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47576,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47306,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47278,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47331,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47620,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47634,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47332,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47797,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47368,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47769,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
48048,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47619,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47447,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47794,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
48021,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47591,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47429,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47617,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47574,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47614,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47458,Improve Understandability & Readability,Combination of refactorings,Collateral,Yes
47660,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47615,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47422,Improve Understandability & Readability,Combination of refactorings,Original intent,No
48046,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47788,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47361,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47642,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47642,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47329,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47785,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
48056,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47499,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47661,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
48008,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47646,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47401,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47802,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47484,Improve Understandability & Readability,Combination of refactorings,Original intent,No
48081,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
48019,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47280,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47519,Improve Understandability & Readability,Combination of refactorings,Collateral,Yes
47641,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47712,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47471,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47340,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47814,Improve Understandability & Readability,Combination of refactorings,Original intent,No
47801,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
47796,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
48074,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
48028,Improve Understandability & Readability,Combination of refactorings,Original intent,Yes
48082,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47473,Improve Understandability & Readability,Combination of refactorings,After discussion,Yes
47767,Improve Understandability & Readability,EXTRACT_AND_MOVE_OPERATION,Original intent,Yes
48049,Improve Understandability & Readability,EXTRACT_CLASS,After discussion,Yes
47665,Improve Understandability & Readability,EXTRACT_INTERFACE,After discussion,Yes
48053,Improve Understandability & Readability,EXTRACT_INTERFACE,Original intent,No
47589,Improve Understandability & Readability,EXTRACT_INTERFACE,Original intent,Yes
47678,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,No
47770,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,No
47719,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,No
48083,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,Yes
48029,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,Yes
47328,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,Yes
47449,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,No
48051,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,Yes
47631,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,Yes
47305,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,No
47312,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,Yes
48034,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,No
47543,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,Yes
47304,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,No
48060,Improve Understandability & Readability,EXTRACT_OPERATION,Original intent,No
47585,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,Yes
47323,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,No
47632,Improve Understandability & Readability,EXTRACT_OPERATION,After discussion,Yes
47767,Improve Understandability & Readability,EXTRACT_SUPERCLASS,Original intent,Yes
47541,Improve Understandability & Readability,EXTRACT_VARIABLE,Original intent,Yes
47504,Improve Understandability & Readability,EXTRACT_VARIABLE,Original intent,No
47735,Improve Understandability & Readability,EXTRACT_VARIABLE,Original intent,Yes
47783,Improve Understandability & Readability,EXTRACT_VARIABLE,Original intent,Yes
47580,Improve Understandability & Readability,EXTRACT_VARIABLE,Original intent,Yes
47815,Improve Understandability & Readability,INLINE_OPERATION,Original intent,No
47402,Improve Understandability & Readability,INLINE_VARIABLE,Collateral,Yes
47996,Improve Understandability & Readability,INLINE_VARIABLE,After discussion,Yes
47509,Improve Understandability & Readability,MOVE_CLASS,Original intent,Yes
47767,Improve Understandability & Readability,PULL_UP_ATTRIBUTE,Original intent,Yes
47767,Improve Understandability & Readability,PULL_UP_OPERATION,Original intent,Yes
48043,Improve Understandability & Readability,RENAME_ATTRIBUTE,After discussion,No
47452,Improve Understandability & Readability,RENAME_ATTRIBUTE,After discussion,Yes
47327,Improve Understandability & Readability,RENAME_ATTRIBUTE,Original intent,No
47794,Improve Understandability & Readability,RENAME_ATTRIBUTE,Original intent,No
47299,Improve Understandability & Readability,RENAME_ATTRIBUTE,After discussion,No
47285,Improve Understandability & Readability,RENAME_ATTRIBUTE,After discussion,Yes
47524,Improve Understandability & Readability,RENAME_CLASS,After discussion,No
47296,Improve Understandability & Readability,RENAME_CLASS,After discussion,Yes
47286,Improve Understandability & Readability,RENAME_CLASS,Original intent,No
47665,Improve Understandability & Readability,RENAME_CLASS,After discussion,Yes
47665,Improve Understandability & Readability,RENAME_CLASS,After discussion,No
47775,Improve Understandability & Readability,RENAME_CLASS,After discussion,Yes
47459,Improve Understandability & Readability,RENAME_CLASS,Original intent,No
47563,Improve Understandability & Readability,RENAME_CLASS,Collateral,Yes
47382,Improve Understandability & Readability,RENAME_CLASS,Original intent,Yes
47776,Improve Understandability & Readability,RENAME_CLASS,Original intent,Yes
47554,Improve Understandability & Readability,RENAME_CLASS,After discussion,Yes
47771,Improve Understandability & Readability,RENAME_METHOD,Original intent,No
47771,Improve Understandability & Readability,RENAME_METHOD,Original intent,No
47811,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47732,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47346,Improve Understandability & Readability,RENAME_METHOD,Original intent,Yes
47385,Improve Understandability & Readability,RENAME_METHOD,Original intent,No
47279,Improve Understandability & Readability,RENAME_METHOD,Original intent,No
47663,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47423,Improve Understandability & Readability,RENAME_METHOD,Original intent,No
47741,Improve Understandability & Readability,RENAME_METHOD,Original intent,No
47734,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47299,Improve Understandability & Readability,RENAME_METHOD,After discussion,No
47579,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47362,Improve Understandability & Readability,RENAME_METHOD,Original intent,Yes
47573,Improve Understandability & Readability,RENAME_METHOD,Original intent,No
47767,Improve Understandability & Readability,RENAME_METHOD,Original intent,Yes
47654,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47653,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47480,Improve Understandability & Readability,RENAME_METHOD,Original intent,Yes
48045,Improve Understandability & Readability,RENAME_METHOD,Original intent,Yes
47585,Improve Understandability & Readability,RENAME_METHOD,After discussion,Yes
47568,Improve Understandability & Readability,RENAME_METHOD,Original intent,Yes
47607,Improve Understandability & Readability,RENAME_PACKAGE,Original intent,Yes
47632,Improve Understandability & Readability,RENAME_PACKAGE,After discussion,Yes
47309,Improve Understandability & Readability,RENAME_PARAMETER,Original intent,No
47783,Improve Understandability & Readability,RENAME_PARAMETER,After discussion,Yes
47323,Improve Understandability & Readability,RENAME_PARAMETER,Original intent,No
48062,Improve Understandability & Readability,RENAME_VARIABLE,Original intent,Yes
47346,Improve Understandability & Readability,RENAME_VARIABLE,Original intent,Yes
47726,Improve Understandability & Readability,RENAME_VARIABLE,Collateral,Yes
47621,Improve Understandability & Readability,RENAME_VARIABLE,After discussion,Yes
47767,Improve Understandability & Readability,RENAME_VARIABLE,Original intent,Yes
47788,Improve Understandability & Readability,RENAME_VARIABLE,Collateral,Yes
47418,Improve Understandability & Readability,RENAME_VARIABLE,Collateral,Yes
47750,Improve Understandability & Readability,RENAME_VARIABLE,Original intent,Yes
47794,Improve Understandability & Readability,REPLACE_VARIABLE_WITH_ATTRIBUTE,Original intent,No
47398,Introduce design pattern,Combination of refactorings,After discussion,Yes
48030,Introduce design pattern,Combination of refactorings,After discussion,Yes
47398,Introduce design pattern,NARROW_METHOD_VISIBILITY,After discussion,No
47371,Introduce generalization,Combination of refactorings,Original intent,Yes
47781,Introduce generalization,Combination of refactorings,Original intent,No
48046,Introduce generalization,Combination of refactorings,Original intent,Yes
47563,Introduce generalization,EXTRACT_INTERFACE,After discussion,Yes
48053,Introduce generalization,EXTRACT_INTERFACE,Original intent,No
47620,Introduce generalization,EXTRACT_INTERFACE,Original intent,No
47612,Introduce generalization,RENAME_CLASS,After discussion,Yes
47411,Massive package reorganization,Combination of refactorings,Original intent,Yes
47469,Massive package reorganization,Combination of refactorings,Original intent,Yes
47356,Massive package reorganization,Combination of refactorings,Original intent,Yes
47377,Massive package reorganization,Combination of refactorings,Original intent,No
48082,Massive package reorganization,Combination of refactorings,Original intent,Yes
47644,Massive package reorganization,MOVE_CLASS,Original intent,No
47615,Massive package reorganization,MOVE_SOURCE_FOLDER,Original intent,Yes
47700,Minimize public interface,MOVE_CLASS,After discussion,No
47415,Minimize public interface,NARROW_METHOD_VISIBILITY,After discussion,No
47676,Modularize API,Combination of refactorings,Original intent,No
47610,Modularize API,MOVE_CLASS,Original intent,Yes
48056,Modularize API,MOVE_CLASS,Original intent,Yes
47777,Modularize API,MOVE_CLASS,After discussion,Yes
47274,Other motivations,Combination of refactorings,Original intent,Yes
47496,Other motivations,Combination of refactorings,Original intent,No
47635,Other motivations,Combination of refactorings,Original intent,Yes
47785,Other motivations,Combination of refactorings,Original intent,Yes
47798,Other motivations,Combination of refactorings,After discussion,Yes
48052,Other motivations,EXTRACT_OPERATION,Original intent,No
47659,Other motivations,EXTRACT_OPERATION,Original intent,Yes
47726,Other motivations,EXTRACT_VARIABLE,Collateral,No
47797,Other motivations,MOVE_CLASS,Original intent,No
47722,Other motivations,MOVE_SOURCE_FOLDER,Original intent,No
47418,Other motivations,PARAMETERIZE_VARIABLE,Original intent,No
47734,Other motivations,RENAME_METHOD,Original intent,Yes
47469,Other motivations,Combination of refactorings,Original intent,Yes
48032,Other motivations,Combination of refactorings,Original intent,Yes
47787,Other motivations,Combination of refactorings,Original intent,Yes
47684,Other motivations,Combination of refactorings,Collateral,Yes
47368,Other motivations,Combination of refactorings,Original intent,Yes
47769,Other motivations,Combination of refactorings,After discussion,Yes
47789,Other motivations,Combination of refactorings,Original intent,Yes
48075,Other motivations,Combination of refactorings,Original intent,Yes
47361,Other motivations,Combination of refactorings,Original intent,Yes
47289,Other motivations,Combination of refactorings,Original intent,Yes
47674,Other motivations,Combination of refactorings,Original intent,Yes
47654,Other motivations,Combination of refactorings,After discussion,Yes
47349,Other motivations,Combination of refactorings,Collateral,Yes
47268,Other motivations,Combination of refactorings,After discussion,Yes
47705,Other motivations,Combination of refactorings,Collateral,Yes
47716,Other motivations,Combination of refactorings,Original intent,No
47677,Other motivations,Combination of refactorings,After discussion,Yes
47752,Other motivations,Combination of refactorings,Original intent,Yes
47766,Other motivations,Combination of refactorings,Original intent,Yes
47614,Other motivations,EXTRACT_OPERATION,Original intent,Yes
47382,Other motivations,EXTRACT_OPERATION,After discussion,Yes
47633,Other motivations,EXTRACT_OPERATION,After discussion,Yes
47392,Other motivations,EXTRACT_OPERATION,Original intent,No
47452,Other motivations,EXTRACT_VARIABLE,Collateral,Yes
47267,Other motivations,EXTRACT_VARIABLE,Original intent,Yes
47313,Other motivations,EXTRACT_VARIABLE,After discussion,Yes
48016,Other motivations,INLINE_VARIABLE,Original intent,Yes
48009,Other motivations,MOVE_ATTRIBUTE,Collateral,Yes
47752,Other motivations,NARROW_VARIABLE_VISIBILITY,Original intent,Yes
48042,Other motivations,PULL_UP_OPERATION,After discussion,Yes
47382,Other motivations,RENAME_CLASS,After discussion,Yes
47592,Other motivations,RENAME_CLASS,Original intent,Yes
47382,Other motivations,RENAME_METHOD,After discussion,Yes
47564,Other motivations,RENAME_PARAMETER,Original intent,No
47726,Other motivations,RENAME_VARIABLE,After discussion,Yes
47382,Other motivations,RENAME_VARIABLE,After discussion,Yes
47423,Prevent bugs,RENAME_METHOD,After discussion,No
47278,Prevent bugs,Combination of refactorings,Original intent,No
47757,Promote project coding style,ANONYMOUS_CLASS_TO_LAMBDA_EXPRESSION,After discussion,Yes
47355,Promote project coding style,Combination of refactorings,After discussion,Yes
47609,Promote project coding style,Combination of refactorings,After discussion,Yes
47479,Promote project coding style,Combination of refactorings,Original intent,Yes
47617,Promote project coding style,Combination of refactorings,After discussion,Yes
48006,Promote project coding style,Combination of refactorings,After discussion,Yes
48040,Promote project coding style,Combination of refactorings,Original intent,Yes
48043,Promote project coding style,EXTRACT_AND_MOVE_OPERATION,After discussion,No
48007,Promote project coding style,MOVE_ATTRIBUTE,After discussion,Yes
47645,Promote project coding style,MOVE_CLASS,After discussion,No
47650,Promote project coding style,NARROW_METHOD_VISIBILITY,Original intent,Yes
48020,Promote project coding style,RENAME_ATTRIBUTE,Original intent,No
47268,Promote project coding style,RENAME_ATTRIBUTE,After discussion,No
47459,Promote project coding style,RENAME_CLASS,After discussion,No
47717,Promote project coding style,RENAME_CLASS,Original intent,No
47729,Promote project coding style,RENAME_METHOD,Original intent,Yes
47760,Promote project coding style,RENAME_METHOD,After discussion,Yes
47365,Promote project coding style,RENAME_PARAMETER,Original intent,No
48055,Promote type safety,EXTRACT_INTERFACE,After discussion,Yes
47608,Reduce coupling between packages,Combination of refactorings,Original intent,No
47686,Reduce coupling between packages,MOVE_RENAME_CLASS,After discussion,Yes
47407,Refactor modules to prepare for next release,Combination of refactorings,After discussion,Yes
47615,Refactor modules to prepare for next release,Combination of refactorings,Original intent,Yes
47997,Refactor modules to prepare for next release,MOVE_SOURCE_FOLDER,Original intent,No
47620,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47302,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47357,Refactoring confusing code,Combination of refactorings,Original intent,Yes
48059,Refactoring confusing code,Combination of refactorings,Original intent,Yes
47407,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47584,Refactoring confusing code,Combination of refactorings,After discussion,Yes
48024,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47355,Refactoring confusing code,Combination of refactorings,After discussion,Yes
48032,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47804,Refactoring confusing code,Combination of refactorings,After discussion,Yes
48043,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47794,Refactoring confusing code,Combination of refactorings,Original intent,Yes
47574,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47627,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47556,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47785,Refactoring confusing code,Combination of refactorings,Original intent,Yes
48081,Refactoring confusing code,Combination of refactorings,After discussion,Yes
48030,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47471,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47796,Refactoring confusing code,Combination of refactorings,After discussion,Yes
47448,Refactoring confusing code,Combination of refactorings,After discussion,No
48002,Refactoring confusing code,EXTRACT_AND_MOVE_OPERATION,Original intent,No
47728,Refactoring confusing code,EXTRACT_AND_MOVE_OPERATION,After discussion,Yes
47273,Refactoring confusing code,EXTRACT_INTERFACE,After discussion,Yes
47275,Refactoring confusing code,EXTRACT_OPERATION,After discussion,No
47504,Refactoring confusing code,EXTRACT_VARIABLE,Original intent,No
47617,Refactoring confusing code,EXTRACT_VARIABLE,After discussion,No
47595,Refactoring confusing code,EXTRACT_VARIABLE,Original intent,Yes
47521,Refactoring confusing code,INLINE_VARIABLE,After discussion,No
47391,Refactoring confusing code,MOVE_ATTRIBUTE,Original intent,Yes
48061,Refactoring confusing code,MOVE_ATTRIBUTE,Original intent,No
47410,Refactoring confusing code,RENAME_ATTRIBUTE,After discussion,Yes
47598,Refactoring confusing code,RENAME_CLASS,After discussion,Yes
47700,Refactoring confusing code,RENAME_CLASS,After discussion,No
48082,Refactoring confusing code,RENAME_CLASS,After discussion,Yes
47683,Refactoring confusing code,RENAME_METHOD,After discussion,Yes
47727,Refactoring confusing code,RENAME_METHOD,After discussion,Yes
47423,Refactoring confusing code,RENAME_METHOD,Original intent,No
48066,Refactoring confusing code,RENAME_METHOD,Original intent,No
47554,Refactoring confusing code,RENAME_PARAMETER,Original intent,Yes
48027,Refactoring confusing code,RENAME_VARIABLE,After discussion,Yes
48080,Refactoring confusing code,RENAME_VARIABLE,After discussion,Yes
47299,Refactoring confusing code,RENAME_VARIABLE,After discussion,No
47653,Refactoring confusing code,RENAME_VARIABLE,After discussion,No
47371,Remove clones,Combination of refactorings,Original intent,Yes
48059,Remove clones,Combination of refactorings,Original intent,Yes
47407,Remove clones,Combination of refactorings,After discussion,Yes
47356,Remove clones,Combination of refactorings,Original intent,Yes
48031,Remove clones,Combination of refactorings,Original intent,Yes
47684,Remove clones,Combination of refactorings,Collateral,Yes
47571,Remove clones,Combination of refactorings,Original intent,No
47368,Remove clones,Combination of refactorings,Original intent,Yes
47591,Remove clones,Combination of refactorings,After discussion,Yes
47617,Remove clones,Combination of refactorings,After discussion,Yes
47283,Remove clones,Combination of refactorings,After discussion,Yes
47574,Remove clones,Combination of refactorings,After discussion,Yes
47321,Remove clones,Combination of refactorings,Original intent,Yes
47402,Remove clones,Combination of refactorings,Original intent,No
47422,Remove clones,Combination of refactorings,Original intent,No
47785,Remove clones,Combination of refactorings,Original intent,Yes
47358,Remove clones,Combination of refactorings,After discussion,Yes
47499,Remove clones,Combination of refactorings,Original intent,Yes
47661,Remove clones,Combination of refactorings,Original intent,Yes
48008,Remove clones,Combination of refactorings,After discussion,Yes
47277,Remove clones,Combination of refactorings,Original intent,Yes
47401,Remove clones,Combination of refactorings,After discussion,Yes
47586,Remove clones,Combination of refactorings,Original intent,Yes
48042,Remove clones,Combination of refactorings,After discussion,Yes
47675,Remove clones,Combination of refactorings,Original intent,Yes
47641,Remove clones,Combination of refactorings,Original intent,Yes
47636,Remove clones,Combination of refactorings,Original intent,Yes
47433,Remove clones,Combination of refactorings,Original intent,Yes
48040,Remove clones,Combination of refactorings,Original intent,Yes
47796,Remove clones,Combination of refactorings,After discussion,Yes
47485,Remove clones,Combination of refactorings,Original intent,Yes
47569,Remove clones,EXTRACT_AND_MOVE_OPERATION,Original intent,No
47563,Remove clones,EXTRACT_INTERFACE,After discussion,Yes
47402,Remove clones,EXTRACT_INTERFACE,Original intent,Yes
48053,Remove clones,EXTRACT_INTERFACE,Original intent,No
48053,Remove clones,EXTRACT_INTERFACE,Original intent,No
47386,Remove clones,EXTRACT_OPERATION,Original intent,No
47612,Remove clones,EXTRACT_OPERATION,After discussion,Yes
47799,Remove clones,EXTRACT_OPERATION,Original intent,No
47804,Remove clones,EXTRACT_OPERATION,After discussion,No
48029,Remove clones,EXTRACT_OPERATION,Original intent,Yes
47328,Remove clones,EXTRACT_OPERATION,Original intent,Yes
47312,Remove clones,EXTRACT_OPERATION,After discussion,Yes
47425,Remove clones,EXTRACT_OPERATION,Original intent,Yes
47813,Remove clones,EXTRACT_OPERATION,After discussion,No
47512,Remove clones,EXTRACT_SUPERCLASS,Collateral,Yes
47402,Remove clones,EXTRACT_SUPERCLASS,Original intent,No
47638,Remove clones,EXTRACT_VARIABLE,Collateral,Yes
47294,Remove clones,INLINE_OPERATION,Original intent,No
47696,Remove clones,MOVE_OPERATION,Original intent,No
47512,Remove clones,PULL_UP_OPERATION,Collateral,Yes
47345,Remove clones,REPLACE_VARIABLE_WITH_ATTRIBUTE,Original intent,Yes
47285,Remove code smell,EXTRACT_AND_MOVE_OPERATION,Original intent,Yes
47296,Remove code smell,EXTRACT_OPERATION,After discussion,No
47817,Remove code smell,EXTRACT_OPERATION,After discussion,No
48031,Remove implicit polymorphism,Combination of refactorings,Original intent,No
47690,Remove linguistic antipattern,RENAME_METHOD,Original intent,No
47270,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47604,Remove unnecessary code,Combination of refactorings,Original intent,No
47393,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47731,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47683,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47436,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47762,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47411,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47593,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47415,Remove unnecessary code,Combination of refactorings,After discussion,Yes
48068,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47804,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47555,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47512,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47576,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47784,Remove unnecessary code,Combination of refactorings,Original intent,Yes
48069,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47367,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47651,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47403,Remove unnecessary code,Combination of refactorings,Original intent,Yes
48048,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47794,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47649,Remove unnecessary code,Combination of refactorings,After discussion,No
47758,Remove unnecessary code,Combination of refactorings,Original intent,No
47446,Remove unnecessary code,Combination of refactorings,Original intent,Yes
48005,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47800,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47549,Remove unnecessary code,Combination of refactorings,Original intent,No
48020,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47660,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47427,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47635,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47702,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47329,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47499,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47998,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47705,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47492,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47641,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47712,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47816,Remove unnecessary code,Combination of refactorings,After discussion,Yes
47287,Remove unnecessary code,Combination of refactorings,Original intent,Yes
48063,Remove unnecessary code,Combination of refactorings,Original intent,Yes
48017,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47760,Remove unnecessary code,Combination of refactorings,After discussion,Yes
48028,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47418,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47378,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47481,Remove unnecessary code,Combination of refactorings,Original intent,Yes
47678,Remove unnecessary code,EXTRACT_OPERATION,Original intent,No
47643,Remove unnecessary code,EXTRACT_VARIABLE,Original intent,Yes
48061,Remove unnecessary code,INLINE_OPERATION,Original intent,No
47508,Remove unnecessary code,NARROW_METHOD_VISIBILITY,After discussion,Yes
